ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
30884;10;studio;Mini fridge;16;493;566;39405;45136;5301
30885;11;double;Pillows;499;651;782;32706;7253;4850
30886;12;studio;Blankets;407;342;25;30433;9726;160
30887;2;cottage;Safe box;807;820;321;48342;38655;39313
30888;4;loft;Hairdryer;594;457;186;29381;29748;34001
30889;15;bungalow;Hairdryer;599;955;504;22528;48599;35426
30890;14;apartment;Bed sheets;163;635;615;18628;40434;31718
30891;11;suite;Toiletries;886;450;159;10004;37521;39419
30892;2;loft;Towels;186;530;807;45410;8313;12208
30893;12;single;Hairdryer;629;961;339;13003;15259;41920
30894;3;bungalow;Pillows;761;533;444;26661;23436;26678
30895;14;cottage;Bed sheets;677;122;261;17784;531;35459
30896;12;cottage;Safe box;609;354;675;35933;10074;38725
30897;11;bungalow;Towels;309;107;250;7040;14998;7839
30898;3;suite;Towels;82;256;603;35725;32695;17233
30899;7;single;Safe box;415;537;67;24289;42318;3985
30900;10;loft;Pillows;817;197;994;14802;18182;33652
30901;3;single;Blankets;9;696;736;31301;38961;26719
30902;8;double;Toiletries;743;20;282;6048;27162;42791
30903;6;double;Blankets;618;826;890;30755;29117;31767
30904;2;cottage;Toiletries;206;555;364;16640;6325;10112
30905;5;studio;Hangers;60;851;748;14378;30408;34869
30906;14;loft;Pillows;311;263;900;13498;20515;4290
30907;8;double;Coffee maker;33;58;493;8445;11847;7319
30908;1;suite;Toiletries;423;162;12;39528;636;14278
30909;10;suite;Bed sheets;163;288;475;24159;31901;14946
30910;12;twin;Pillows;391;441;283;44764;41803;43791
30911;14;studio;Towels;156;941;481;36553;39846;37558
30912;9;studio;Bed sheets;365;406;463;31658;41426;32170
30913;8;loft;Bed sheets;777;407;175;45612;41526;11066
30914;12;apartment;Safe box;258;860;995;49896;20565;38406
30915;10;loft;Hairdryer;692;123;221;18789;17789;2613
30916;8;single;Toiletries;562;161;406;14489;7443;44410
30917;13;double;Safe box;13;774;394;25760;34651;46423
30918;5;suite;Hairdryer;548;831;969;23869;44161;3782
30919;11;apartment;Pillows;164;249;532;13249;29469;40271
30920;9;suite;Hangers;270;372;911;37045;2549;48642
30921;12;apartment;Safe box;115;361;657;48258;49936;46003
30922;5;double;Hangers;288;872;350;27257;12854;32453
30923;7;cottage;Hairdryer;442;833;152;2779;13477;6023
30924;3;single;Safe box;417;992;834;10008;31838;15984
30925;11;loft;Safe box;171;493;835;7833;17402;28885
30926;10;apartment;Hairdryer;723;220;712;24238;16639;33938
30927;15;loft;Hangers;329;869;67;42968;31379;28150
30928;11;bungalow;Blankets;708;783;870;47045;3461;6995
30929;12;twin;Hangers;650;947;920;38278;23492;6739
30930;11;apartment;Bed sheets;227;759;280;3433;29279;18651
30931;9;twin;Hangers;976;97;868;1021;33773;29439
30932;11;apartment;Bed sheets;387;711;721;16866;4264;38885
30933;5;penthouse;Blankets;175;681;352;357;16033;17780
30934;7;single;Blankets;368;16;296;25321;5823;1714
30935;3;loft;Toiletries;146;484;588;2184;19977;3222
30936;6;loft;Coffee maker;64;712;971;185;19626;47178
30937;14;bungalow;Hairdryer;581;369;980;4229;5107;38002
30938;15;twin;Blankets;514;47;40;21336;1689;2243
30939;14;penthouse;Hangers;789;246;781;45981;14822;30773
30940;7;loft;Bed sheets;265;92;262;22971;22012;781
30941;12;penthouse;Pillows;768;957;622;5170;20866;424
30942;8;single;Safe box;289;438;872;12473;1446;5060
30943;9;studio;Hairdryer;989;894;702;43635;3875;19912
30944;15;apartment;Bed sheets;612;871;155;16386;19678;40439
30945;6;cottage;Coffee maker;424;372;577;45324;28367;26571
30946;9;double;Pillows;219;288;770;48302;30978;5585
30947;14;double;Hairdryer;389;732;346;11670;43025;8631
30948;8;loft;Hairdryer;167;48;711;41671;21026;35396
30949;12;penthouse;Towels;260;417;365;17810;9473;1410
30950;6;suite;Mini fridge;425;377;559;3422;22256;43037
30951;4;studio;Blankets;740;959;406;2634;15369;24835
30952;9;twin;Toiletries;974;265;22;36426;12161;33232
30953;13;single;Bed sheets;907;902;530;4495;7563;7257
30954;7;twin;Coffee maker;822;218;595;35526;6244;18311
30955;7;single;Towels;732;295;655;33595;5345;25293
30956;11;suite;Pillows;903;108;382;10745;24245;35304
30957;12;studio;Mini fridge;981;644;26;35583;41632;44631
30958;8;twin;Toiletries;73;632;657;27687;43066;13250
30959;6;apartment;Blankets;401;257;646;24739;21305;18238
30960;9;cottage;Bed sheets;856;139;808;44508;2153;4022
30961;12;penthouse;Mini fridge;64;396;918;25780;5958;8090
30962;14;bungalow;Hairdryer;636;901;929;29946;44243;6832
30963;4;single;Hairdryer;255;161;469;24062;32879;4176
30964;13;loft;Hangers;718;651;401;8690;45814;33924
30965;15;apartment;Safe box;308;524;57;5748;43304;12907
30966;9;twin;Towels;775;634;778;40551;30153;35369
30967;14;double;Blankets;42;286;722;28638;8176;32055
30968;7;single;Toiletries;339;991;335;1541;30018;923
30969;15;double;Toiletries;602;838;928;34964;33399;41022
30970;14;bungalow;Hairdryer;857;304;598;8125;15474;33159
30971;10;cottage;Hairdryer;538;56;391;37217;18916;14920
30972;1;cottage;Hairdryer;71;585;77;13806;20769;26178
30973;12;loft;Hairdryer;818;292;594;48937;32680;19079
30974;9;suite;Hangers;653;109;215;47738;22201;21303
30975;10;single;Bed sheets;588;632;472;24450;35884;11645
30976;15;apartment;Blankets;931;763;741;40354;8628;2405
30977;4;single;Hangers;396;928;334;31681;49866;33987
30978;9;penthouse;Hangers;610;788;996;9691;4972;39402
30979;9;apartment;Towels;198;842;774;3963;39538;14405
30980;11;bungalow;Bed sheets;773;47;409;13503;2656;31620
30981;2;suite;Bed sheets;382;721;511;46959;30331;41813
30982;1;suite;Safe box;2;693;53;1360;7336;19329
30983;6;penthouse;Bed sheets;436;617;376;44025;18371;23887
30984;4;twin;Bed sheets;107;567;211;40342;5671;34690
30985;8;penthouse;Blankets;178;178;819;21665;4823;3625
30986;8;suite;Hangers;957;137;261;28120;33260;1037
30987;1;apartment;Toiletries;565;707;203;22270;49058;8117
30988;14;penthouse;Safe box;242;937;738;3561;41047;20569
30989;14;cottage;Safe box;456;638;490;8165;48463;14950
30990;6;cottage;Pillows;116;160;345;31637;33074;9343
30991;11;studio;Toiletries;947;487;235;49926;43857;927
30992;15;suite;Safe box;64;460;72;22105;47786;32777
30993;7;cottage;Coffee maker;793;289;503;46766;18802;11821
30994;6;cottage;Hangers;219;37;69;36615;14732;10256
30995;8;suite;Blankets;102;922;47;22376;48137;2972
30996;4;loft;Hairdryer;477;751;962;1934;45971;46545
30997;2;loft;Hangers;692;461;656;32551;37005;1503
30998;9;bungalow;Safe box;398;523;677;563;357;24712
30999;12;penthouse;Toiletries;20;163;219;49798;14700;11707
31000;15;penthouse;Hairdryer;761;556;538;16723;33459;12825
31001;4;bungalow;Pillows;713;280;709;15756;36882;6158
31002;1;cottage;Coffee maker;996;643;380;35767;26019;1443
31003;9;single;Toiletries;443;533;943;25286;28879;46948
31004;4;suite;Pillows;730;416;403;41734;22593;41281
31005;13;double;Coffee maker;639;889;74;49054;46143;32912
31006;5;penthouse;Toiletries;960;214;902;48201;3508;41543
31007;9;suite;Pillows;272;586;400;12899;10437;8380
31008;15;bungalow;Coffee maker;31;783;755;1398;1876;10237
31009;9;double;Towels;322;712;655;26214;20364;30264
31010;7;penthouse;Hangers;942;35;196;44213;19792;30572
31011;8;studio;Toiletries;748;115;52;18648;10123;37982
31012;14;penthouse;Towels;480;207;84;26457;23111;29080
31013;2;twin;Towels;648;143;943;12710;39512;23319
31014;10;apartment;Towels;362;502;186;19347;18915;1070
31015;9;cottage;Pillows;19;650;891;35932;2664;48146
31016;11;twin;Mini fridge;9;224;859;39014;2051;40868
31017;7;loft;Pillows;520;808;533;10804;49864;21494
31018;13;apartment;Coffee maker;348;880;604;3343;37463;14149
31019;7;double;Bed sheets;403;437;963;18094;42134;40304
31020;2;double;Blankets;623;183;826;15219;23282;10520
31021;4;twin;Blankets;263;264;213;28816;31080;41344
31022;5;double;Hairdryer;861;13;175;13423;5280;30692
31023;3;double;Hangers;975;778;528;7691;33302;37357
31024;3;double;Hangers;71;83;577;21801;28802;40130
31025;1;suite;Hairdryer;354;359;880;117;30679;34540
31026;10;single;Toiletries;890;338;323;7277;24240;42679
31027;11;twin;Hangers;127;204;424;9002;30963;12558
31028;8;bungalow;Towels;632;585;58;46639;37654;37242
31029;9;twin;Towels;562;242;115;32437;27288;17595
31030;5;penthouse;Hairdryer;448;466;201;42792;12488;8122
31031;4;twin;Hairdryer;121;136;780;31345;43394;49551
31032;9;loft;Mini fridge;59;224;850;44547;6397;47329
31033;12;cottage;Safe box;896;649;759;5150;44508;24579
31034;15;twin;Toiletries;673;985;669;31842;13617;16159
31035;5;single;Pillows;589;505;555;41159;24418;23037
31036;11;loft;Toiletries;529;328;700;19913;31022;20163
31037;14;single;Toiletries;843;569;925;39115;8822;43595
31038;15;apartment;Hangers;432;830;253;954;35966;13177
31039;11;cottage;Mini fridge;350;939;994;3550;16213;360
31040;15;apartment;Hangers;310;30;259;21094;20676;16543
31041;6;cottage;Coffee maker;756;217;895;6687;10774;42590
31042;11;twin;Bed sheets;240;273;878;17457;2533;15270
31043;3;suite;Blankets;881;862;606;38118;30109;46452
31044;4;double;Mini fridge;209;544;966;21692;19334;12718
31045;4;twin;Toiletries;273;102;559;28462;33976;27365
31046;7;twin;Bed sheets;180;294;177;25625;21164;6699
31047;11;studio;Safe box;736;51;750;17136;18457;8093
31048;10;loft;Safe box;100;345;285;27701;24182;28380
31049;8;loft;Hairdryer;873;756;365;148;27645;38921
31050;9;loft;Toiletries;484;244;634;4167;44636;49865
31051;7;loft;Hangers;636;962;940;2271;10071;42111
31052;3;bungalow;Safe box;989;103;838;12657;610;40092
31053;13;apartment;Safe box;113;964;561;4542;40662;21902
31054;2;cottage;Pillows;848;829;36;48638;5347;39796
31055;5;studio;Bed sheets;802;627;603;12383;38300;8174
31056;2;suite;Mini fridge;281;798;172;46570;36553;14617
31057;9;double;Pillows;682;740;246;30932;46935;43830
31058;15;apartment;Safe box;875;313;853;750;17876;44560
31059;11;single;Coffee maker;161;820;80;12092;692;18077
31060;3;cottage;Pillows;505;536;335;10412;6365;35895
31061;12;penthouse;Toiletries;383;244;148;30012;44462;42263
31062;9;single;Hairdryer;777;519;904;13453;21433;14094
31063;10;double;Safe box;987;791;597;14682;49899;30427
31064;10;cottage;Safe box;699;861;33;12127;4731;9736
31065;10;single;Safe box;543;567;716;6521;12064;42590
31066;4;twin;Toiletries;887;974;550;95;47449;17816
31067;3;loft;Blankets;57;331;742;37788;15644;45265
31068;8;double;Safe box;863;874;130;3716;19938;40397
31069;1;single;Coffee maker;83;890;85;25265;16626;6211
31070;5;penthouse;Safe box;463;595;903;1858;11638;48795
31071;4;loft;Bed sheets;845;553;340;39197;13999;2625
31072;5;studio;Mini fridge;967;934;557;47652;27199;45435
31073;8;twin;Hangers;712;342;592;517;47731;31260
31074;1;apartment;Coffee maker;832;2;156;41631;40307;28839
31075;10;loft;Hairdryer;761;497;748;9569;20425;19977
31076;7;apartment;Pillows;704;912;96;32603;5844;25996
31077;7;penthouse;Towels;1;672;756;28778;44289;30685
31078;9;suite;Towels;745;741;686;13572;38043;48311
31079;6;double;Coffee maker;989;456;858;40817;16912;30255
31080;2;cottage;Coffee maker;763;412;996;22880;9927;20701
31081;2;studio;Toiletries;338;433;651;46798;23060;1715
31082;4;bungalow;Hangers;885;221;301;2535;29763;16745
31083;12;twin;Coffee maker;407;353;60;18652;33536;12472
31084;1;apartment;Safe box;313;968;66;2832;30246;958
31085;15;penthouse;Hairdryer;456;635;736;30390;18176;6158
31086;5;bungalow;Toiletries;387;259;697;37479;13903;8525
31087;2;studio;Coffee maker;843;528;995;30982;8455;20183
31088;8;double;Toiletries;310;390;182;31225;18791;25648
31089;2;bungalow;Mini fridge;276;563;268;15031;27347;43664
31090;11;loft;Towels;216;887;667;45084;19278;9404
31091;14;double;Coffee maker;759;220;755;18595;36204;7864
31092;11;bungalow;Hangers;895;609;806;24966;28274;34050
31093;9;suite;Blankets;930;702;406;45154;1377;4429
31094;9;double;Hangers;575;870;962;46981;30459;39190
31095;13;single;Pillows;613;40;499;46895;16363;29496
31096;5;studio;Hangers;457;452;633;21751;35562;47416
31097;1;loft;Hangers;503;615;440;4644;11284;29542
31098;10;apartment;Safe box;174;785;814;31667;38116;11763
31099;11;studio;Blankets;493;738;88;4997;9665;343
31100;5;double;Blankets;203;781;448;21858;1254;16797
31101;15;loft;Mini fridge;989;151;456;46553;11413;34767
31102;10;loft;Bed sheets;947;23;162;47394;1840;48968
31103;15;apartment;Hangers;380;778;76;5876;27437;28880
31104;5;twin;Towels;265;101;808;37182;40199;2804
31105;11;bungalow;Safe box;4;39;515;23348;3250;12445
31106;8;loft;Pillows;505;828;241;18421;33894;2224
31107;14;apartment;Coffee maker;694;647;626;28096;12694;39306
31108;13;twin;Bed sheets;389;227;908;26562;48132;6311
31109;1;double;Mini fridge;579;621;310;3706;13883;42464
31110;14;suite;Blankets;325;314;6;35146;28582;36709
31111;13;cottage;Hairdryer;747;31;996;43313;5410;25614
31112;2;twin;Pillows;198;555;428;36615;2214;29571
31113;7;bungalow;Bed sheets;840;595;305;47647;8047;40508
31114;10;penthouse;Toiletries;426;364;545;6892;18452;48962
31115;8;penthouse;Hairdryer;96;241;734;5078;25412;26330
31116;12;apartment;Bed sheets;764;466;471;24109;28527;17781
31117;12;penthouse;Safe box;301;728;139;40667;38329;48209
31118;6;twin;Blankets;939;888;197;22036;34832;20419
31119;5;cottage;Bed sheets;319;611;768;39818;19959;25215
31120;8;apartment;Mini fridge;570;823;220;8218;20715;12541
31121;1;twin;Bed sheets;916;117;601;16222;17712;22690
31122;14;bungalow;Hangers;241;472;920;47699;17586;14692
31123;9;loft;Mini fridge;897;449;916;19677;37008;33809
31124;3;bungalow;Hairdryer;313;901;651;30629;15095;6340
31125;13;penthouse;Hangers;674;23;832;2444;23432;43205
31126;7;twin;Coffee maker;440;388;775;41378;29784;32192
31127;8;apartment;Toiletries;459;349;225;10515;12094;19498
31128;6;studio;Safe box;680;329;771;34174;8640;4743
31129;7;penthouse;Mini fridge;290;4;371;46220;13845;7875
31130;13;cottage;Bed sheets;13;206;23;46971;37249;7805
31131;8;studio;Bed sheets;951;232;534;17975;41960;40186
31132;8;bungalow;Pillows;937;348;811;13380;26037;29591
31133;12;loft;Bed sheets;872;326;765;36723;45885;11657
31134;15;suite;Pillows;978;691;625;45121;32675;31031
31135;2;single;Blankets;8;384;429;22782;21136;38262
31136;3;single;Blankets;893;676;36;5352;30657;7680
31137;9;cottage;Safe box;620;462;736;45965;43607;31022
31138;6;double;Coffee maker;96;774;24;31201;15176;16239
31139;8;apartment;Coffee maker;654;442;417;6235;39502;8960
31140;5;cottage;Blankets;963;125;709;12016;523;41862
31141;15;double;Coffee maker;821;65;742;40754;21856;49765
31142;11;loft;Pillows;787;5;597;14072;44049;35911
31143;6;cottage;Bed sheets;628;296;943;47050;38987;16203
31144;4;suite;Coffee maker;560;459;121;891;42239;12708
31145;7;loft;Towels;882;997;784;30282;10579;28022
31146;9;cottage;Toiletries;679;559;564;46978;47154;14089
31147;9;loft;Coffee maker;765;985;617;38291;42014;25354
31148;2;cottage;Bed sheets;432;255;413;2792;40242;43670
31149;13;suite;Bed sheets;720;462;510;9689;44959;42803
31150;9;bungalow;Towels;795;445;399;9823;43513;45437
31151;15;cottage;Hangers;579;874;34;46588;15627;25249
31152;9;double;Mini fridge;260;556;677;12965;19112;25978
31153;8;single;Blankets;17;248;665;39352;18;36027
31154;9;bungalow;Toiletries;145;41;510;40029;32851;17283
31155;6;bungalow;Toiletries;34;814;185;32373;36573;47446
31156;14;loft;Mini fridge;226;72;303;45973;34684;6334
31157;13;apartment;Hairdryer;901;626;979;19436;46330;24710
31158;4;single;Safe box;775;557;536;10325;3732;22878
31159;7;penthouse;Pillows;207;417;827;3989;38877;3167
31160;14;studio;Coffee maker;545;343;36;46129;49422;31012
31161;10;cottage;Bed sheets;508;13;948;27634;25076;22004
31162;7;twin;Mini fridge;157;974;890;18097;175;45817
31163;6;cottage;Hangers;145;993;735;24962;23404;41876
31164;4;cottage;Mini fridge;415;204;265;7101;7526;17525
31165;7;single;Hangers;498;955;247;15882;41871;25569
31166;8;suite;Towels;196;846;544;7078;42385;24676
31167;10;single;Bed sheets;365;946;976;32132;7772;28938
31168;2;bungalow;Hangers;415;283;477;11251;46422;15765
31169;12;suite;Hangers;685;159;79;9383;42974;15085
31170;13;studio;Hangers;362;364;323;10912;46349;38137
31171;7;cottage;Mini fridge;890;870;329;32263;31103;30244
31172;3;studio;Coffee maker;139;926;888;33155;45288;8705
31173;9;cottage;Toiletries;280;511;418;44037;24274;32502
31174;2;studio;Blankets;92;152;788;27601;9497;21527
31175;11;penthouse;Toiletries;721;19;826;37812;5180;4951
31176;4;loft;Pillows;537;351;545;12129;49293;394
31177;13;penthouse;Mini fridge;727;91;954;24583;15616;12234
31178;14;loft;Hairdryer;730;584;246;3443;15176;19590
31179;5;suite;Safe box;166;597;497;25412;36120;31863
31180;5;loft;Hairdryer;97;783;113;7825;32820;30
31181;15;bungalow;Towels;28;869;997;19141;24381;217
31182;1;single;Coffee maker;75;752;691;19816;13455;20551
31183;7;suite;Pillows;628;752;773;32843;42621;39661
31184;8;single;Safe box;967;681;116;7629;15452;44703
31185;13;loft;Mini fridge;733;230;998;42405;33938;36771
31186;1;loft;Mini fridge;38;561;791;27813;93;38554
31187;7;suite;Toiletries;751;632;793;5266;46074;19806
31188;1;bungalow;Hairdryer;723;459;1;29106;12015;16523
31189;4;bungalow;Hangers;50;261;582;31818;40489;20154
31190;5;twin;Hairdryer;667;273;563;33711;21044;9977
31191;9;single;Hairdryer;483;692;952;47858;14564;43293
31192;6;suite;Safe box;942;80;225;4788;38409;49973
31193;3;penthouse;Bed sheets;429;219;23;21692;21692;37590
31194;11;double;Coffee maker;781;662;261;30934;49408;49505
31195;4;loft;Towels;552;185;980;18597;33492;5142
31196;4;twin;Bed sheets;590;84;518;3648;25029;39077
31197;10;penthouse;Pillows;843;493;211;27177;47779;872
31198;2;cottage;Toiletries;7;193;252;24690;19523;42331
31199;10;single;Coffee maker;459;925;604;35249;43169;27644
31200;10;single;Safe box;564;720;848;46507;39864;18128
31201;14;bungalow;Hairdryer;252;868;211;20238;11742;26890
31202;15;loft;Bed sheets;788;363;183;31475;23027;36127
31203;11;single;Coffee maker;664;2;726;33312;19506;31353
31204;5;cottage;Safe box;149;494;560;1923;24075;16610
31205;11;loft;Pillows;585;290;966;33209;15320;41640
31206;10;apartment;Toiletries;323;387;677;25337;40480;6370
31207;11;single;Blankets;881;629;265;49171;25349;29620
31208;3;twin;Towels;597;318;709;38410;28274;30958
31209;12;cottage;Mini fridge;828;795;467;47556;38782;20830
31210;12;apartment;Coffee maker;87;302;400;12799;22175;34051
31211;4;penthouse;Hairdryer;717;167;825;18778;25390;49373
31212;13;bungalow;Coffee maker;476;891;793;17779;41552;1353
31213;9;bungalow;Coffee maker;849;668;770;46822;48542;34711
31214;1;cottage;Bed sheets;269;920;860;15119;43448;18542
31215;9;cottage;Coffee maker;776;60;751;37159;7835;34225
31216;12;twin;Coffee maker;40;886;611;45599;13587;17452
